ID,nb_visits,entry_nb_visits,exit_nb_visits
http://calenda.org/399694,49,27.0,31.0
http://calenda.org/402053,49,13.0,17.0
http://calenda.org/402273,49,10.0,16.0
http://calenda.org/377830,48,21.0,18.0
http://calenda.org/387119,48,25.0,31.0
http://calenda.org/388184,48,31.0,32.0
http://calenda.org/390528,48,15.0,20.0
http://calenda.org/391689,48,28.0,31.0
http://calenda.org/392869,48,24.0,21.0
http://calenda.org/394348,48,19.0,19.0
http://calenda.org/394588,48,20.0,20.0
http://calenda.org/394627,48,23.0,25.0
http://calenda.org/394905,48,35.0,34.0
http://calenda.org/397413,48,24.0,26.0
http://calenda.org/397595,48,29.0,31.0
http://calenda.org/398295,48,21.0,21.0
http://calenda.org/398833,48,17.0,21.0
http://calenda.org/399804,48,16.0,21.0
http://calenda.org/401610,48,13.0,20.0
http://calenda.org/401751,48,19.0,24.0
http://calenda.org/387934,47,17.0,17.0
http://calenda.org/387939,47,20.0,21.0
http://calenda.org/388252,47,21.0,23.0
http://calenda.org/390990,47,14.0,20.0
http://calenda.org/394227,47,25.0,28.0
http://calenda.org/394843,47,23.0,22.0
http://calenda.org/395047,47,25.0,21.0
http://calenda.org/396579,47,15.0,13.0
http://calenda.org/398342,47,18.0,19.0
http://calenda.org/398376,47,17.0,26.0
http://calenda.org/398697,47,20.0,20.0
http://calenda.org/401021,47,33.0,30.0
http://calenda.org/401316,47,31.0,33.0
http://calenda.org/204962,46,45.0,46.0
http://calenda.org/324669,46,43.0,44.0
http://calenda.org/382730,46,19.0,21.0
http://calenda.org/388807,46,23.0,22.0
http://calenda.org/392968,46,11.0,16.0
http://calenda.org/394333,46,23.0,24.0
http://calenda.org/396631,46,27.0,29.0
http://calenda.org/397234,46,36.0,39.0
http://calenda.org/397403,46,27.0,24.0
http://calenda.org/399002,46,20.0,22.0
http://calenda.org/400358,46,5.0,9.0
http://calenda.org/401979,46,12.0,24.0
http://calenda.org/387357,45,25.0,27.0
http://calenda.org/387750,45,20.0,21.0
http://calenda.org/388295,45,26.0,23.0
http://calenda.org/388481,45,32.0,35.0
http://calenda.org/391062,45,18.0,23.0
http://calenda.org/392109,45,32.0,33.0
http://calenda.org/394758,45,19.0,21.0
http://calenda.org/395335,45,17.0,18.0
http://calenda.org/396223,45,30.0,30.0
http://calenda.org/397002,45,20.0,26.0
http://calenda.org/397555,45,13.0,19.0
http://calenda.org/397683,45,29.0,23.0
http://calenda.org/398346,45,20.0,19.0
http://calenda.org/399263,45,24.0,22.0
http://calenda.org/399314,45,26.0,25.0
http://calenda.org/399458,45,23.0,21.0
http://calenda.org/399955,45,24.0,26.0
http://calenda.org/401135,45,28.0,28.0
http://calenda.org/401931,45,26.0,27.0
http://calenda.org/275939,44,44.0,44.0
http://calenda.org/388609,44,14.0,17.0
http://calenda.org/395918,44,13.0,17.0
http://calenda.org/398964,44,37.0,34.0
http://calenda.org/399381,44,32.0,33.0
http://calenda.org/399883,44,15.0,18.0
http://calenda.org/399992,44,20.0,23.0
http://calenda.org/401049,44,26.0,24.0
http://calenda.org/401968,44,26.0,28.0
http://calenda.org/402141,44,30.0,34.0
http://calenda.org/285095,43,42.0,42.0
http://calenda.org/389650,43,22.0,23.0
http://calenda.org/389878,43,21.0,20.0
http://calenda.org/390102,43,17.0,19.0
http://calenda.org/391020,43,19.0,21.0
http://calenda.org/392340,43,21.0,21.0
http://calenda.org/392413,43,17.0,22.0
http://calenda.org/392981,43,8.0,19.0
http://calenda.org/393696,43,14.0,20.0
http://calenda.org/394945,43,34.0,38.0
http://calenda.org/400640,43,17.0,22.0
http://calenda.org/402094,43,18.0,23.0
http://calenda.org/402158,43,22.0,25.0
http://calenda.org/366535,42,15.0,21.0
http://calenda.org/373487,42,42.0,40.0
http://calenda.org/383486,42,22.0,22.0
http://calenda.org/388008,42,27.0,27.0
http://calenda.org/389482,42,21.0,17.0
http://calenda.org/389910,42,23.0,29.0
http://calenda.org/390752,42,10.0,12.0
http://calenda.org/392012,42,18.0,19.0
http://calenda.org/393521,42,8.0,11.0
http://calenda.org/395015,42,26.0,28.0
http://calenda.org/396408,42,20.0,20.0
http://calenda.org/397248,42,14.0,16.0
http://calenda.org/398247,42,33.0,32.0
http://calenda.org/398760,42,31.0,30.0
http://calenda.org/398804,42,23.0,23.0
http://calenda.org/400733,42,26.0,24.0
http://calenda.org/400928,42,19.0,22.0
http://calenda.org/205316,41,1.0,10.0
http://calenda.org/238565,41,40.0,40.0
http://calenda.org/383821,41,9.0,17.0
http://calenda.org/390704,41,15.0,18.0
http://calenda.org/391597,41,20.0,24.0
http://calenda.org/391960,41,33.0,33.0
http://calenda.org/393718,41,22.0,23.0
http://calenda.org/394260,41,15.0,17.0
http://calenda.org/394925,41,19.0,21.0
http://calenda.org/395189,41,23.0,25.0
http://calenda.org/395451,41,19.0,24.0
http://calenda.org/399530,41,20.0,22.0
http://calenda.org/399820,41,18.0,22.0
http://calenda.org/400549,41,14.0,16.0
http://calenda.org/400729,41,23.0,23.0
http://calenda.org/401806,41,16.0,25.0
http://calenda.org/401830,41,23.0,28.0
http://calenda.org/194947,40,15.0,6.0
http://calenda.org/366959,40,40.0,40.0
http://calenda.org/386960,40,13.0,21.0
http://calenda.org/387840,40,21.0,25.0
http://calenda.org/388149,40,37.0,38.0
http://calenda.org/389577,40,17.0,22.0
http://calenda.org/392175,40,6.0,6.0
http://calenda.org/393085,40,20.0,21.0
http://calenda.org/393805,40,15.0,17.0
http://calenda.org/360894,39,37.0,37.0
http://calenda.org/388813,39,17.0,17.0
http://calenda.org/389972,39,32.0,31.0
http://calenda.org/390647,39,19.0,19.0
http://calenda.org/391009,39,18.0,18.0
http://calenda.org/391116,39,18.0,25.0
http://calenda.org/392021,39,21.0,21.0
http://calenda.org/392204,39,25.0,22.0
http://calenda.org/394399,39,13.0,22.0
http://calenda.org/395174,39,30.0,30.0
http://calenda.org/395401,39,32.0,28.0
http://calenda.org/396829,39,12.0,16.0
http://calenda.org/399081,39,27.0,25.0
http://calenda.org/401105,39,14.0,20.0
http://calenda.org/401824,39,30.0,32.0
http://calenda.org/209677,38,38.0,38.0
http://calenda.org/238056,38,19.0,5.0
http://calenda.org/376250,38,38.0,37.0
http://calenda.org/388845,38,17.0,15.0
http://calenda.org/389309,38,22.0,23.0
http://calenda.org/391067,38,10.0,15.0
http://calenda.org/391072,38,12.0,19.0
http://calenda.org/391259,38,14.0,17.0
http://calenda.org/391325,38,14.0,15.0
http://calenda.org/393023,38,12.0,12.0
http://calenda.org/394976,38,14.0,15.0
http://calenda.org/397749,38,15.0,14.0
http://calenda.org/397810,38,27.0,27.0
http://calenda.org/334591,37,34.0,35.0
http://calenda.org/373369,37,36.0,36.0
http://calenda.org/384298,37,25.0,26.0
http://calenda.org/387305,37,22.0,22.0
http://calenda.org/389645,37,9.0,11.0
http://calenda.org/391264,37,12.0,13.0
http://calenda.org/394553,37,15.0,15.0
http://calenda.org/398030,37,25.0,26.0
http://calenda.org/399714,37,15.0,23.0
http://calenda.org/400687,37,19.0,22.0
http://calenda.org/400851,37,17.0,13.0
http://calenda.org/195231,36,35.0,36.0
http://calenda.org/354898,36,34.0,8.0
http://calenda.org/381973,36,25.0,26.0
http://calenda.org/384064,36,7.0,16.0
http://calenda.org/389103,36,19.0,17.0
http://calenda.org/389494,36,17.0,22.0
http://calenda.org/391375,36,15.0,20.0
http://calenda.org/391546,36,8.0,12.0
http://calenda.org/392373,36,33.0,29.0
http://calenda.org/393972,36,20.0,16.0
http://calenda.org/395384,36,26.0,33.0
http://calenda.org/395406,36,34.0,34.0
http://calenda.org/395487,36,13.0,14.0
http://calenda.org/396100,36,20.0,20.0
http://calenda.org/396845,36,34.0,34.0
http://calenda.org/397525,36,19.0,23.0
http://calenda.org/398663,36,13.0,17.0
http://calenda.org/398711,36,19.0,20.0
http://calenda.org/399388,36,17.0,19.0
http://calenda.org/399808,36,33.0,33.0
http://calenda.org/400261,36,11.0,13.0
http://calenda.org/386155,35,13.0,11.0
http://calenda.org/388547,35,13.0,16.0
http://calenda.org/388829,35,19.0,19.0
http://calenda.org/389107,35,24.0,26.0
http://calenda.org/389383,35,26.0,23.0
http://calenda.org/389417,35,6.0,6.0
http://calenda.org/389469,35,20.0,22.0
http://calenda.org/392150,35,18.0,17.0
http://calenda.org/394856,35,19.0,24.0
http://calenda.org/394910,35,17.0,17.0
http://calenda.org/395373,35,19.0,17.0
http://calenda.org/396214,35,14.0,15.0
http://calenda.org/399231,35,19.0,20.0
http://calenda.org/193724,34,34.0,33.0
http://calenda.org/256089,34,33.0,27.0
http://calenda.org/283392,34,33.0,33.0
http://calenda.org/304536,34,33.0,32.0
http://calenda.org/376662,34,33.0,32.0
http://calenda.org/382668,34,33.0,34.0
http://calenda.org/386126,34,13.0,10.0
http://calenda.org/387343,34,17.0,17.0
http://calenda.org/387381,34,10.0,10.0
http://calenda.org/387848,34,9.0,14.0
http://calenda.org/387992,34,17.0,19.0
http://calenda.org/388234,34,13.0,14.0
http://calenda.org/388246,34,13.0,18.0
http://calenda.org/389923,34,18.0,16.0
http://calenda.org/390893,34,15.0,18.0
http://calenda.org/394403,34,15.0,17.0
http://calenda.org/394677,34,13.0,13.0
http://calenda.org/394705,34,18.0,20.0
http://calenda.org/395682,34,21.0,20.0
http://calenda.org/396055,34,19.0,21.0
http://calenda.org/396681,34,17.0,15.0
http://calenda.org/399344,34,16.0,15.0
http://calenda.org/400139,34,26.0,24.0
http://calenda.org/401672,34,20.0,19.0
http://calenda.org/401964,34,17.0,18.0
http://calenda.org/193315,33,33.0,33.0
http://calenda.org/338936,33,32.0,32.0
http://calenda.org/376694,33,25.0,25.0
http://calenda.org/380620,33,26.0,27.0
http://calenda.org/387830,33,9.0,11.0
http://calenda.org/388057,33,16.0,16.0
http://calenda.org/388542,33,16.0,17.0
http://calenda.org/389946,33,21.0,16.0
http://calenda.org/391386,33,16.0,18.0
http://calenda.org/391415,33,12.0,14.0
http://calenda.org/393577,33,15.0,17.0
http://calenda.org/393987,33,12.0,17.0
http://calenda.org/395207,33,10.0,11.0
http://calenda.org/396674,33,11.0,21.0
http://calenda.org/397855,33,15.0,21.0
http://calenda.org/397961,33,15.0,13.0
http://calenda.org/398468,33,18.0,17.0
http://calenda.org/186623,32,32.0,32.0
http://calenda.org/208677,32,32.0,32.0
http://calenda.org/303027,32,32.0,32.0
http://calenda.org/361010,32,32.0,32.0
http://calenda.org/370315,32,29.0,28.0
http://calenda.org/378567,32,28.0,6.0
http://calenda.org/382104,32,32.0,32.0
http://calenda.org/384044,32,27.0,24.0
http://calenda.org/384315,32,11.0,14.0
http://calenda.org/389571,32,12.0,12.0
http://calenda.org/389659,32,10.0,11.0
http://calenda.org/390502,32,8.0,7.0
http://calenda.org/391035,32,15.0,20.0
http://calenda.org/391525,32,20.0,16.0
http://calenda.org/391601,32,13.0,20.0
http://calenda.org/394995,32,10.0,10.0
http://calenda.org/395722,32,14.0,14.0
http://calenda.org/398789,32,24.0,25.0
http://calenda.org/400779,32,16.0,22.0
http://calenda.org/401295,32,11.0,11.0
http://calenda.org/188998,31,30.0,28.0
http://calenda.org/360262,31,31.0,31.0
http://calenda.org/374741,31,9.0,12.0
http://calenda.org/379832,31,31.0,31.0
http://calenda.org/388698,31,13.0,16.0
http://calenda.org/388910,31,14.0,11.0
http://calenda.org/389276,31,13.0,14.0
http://calenda.org/389338,31,19.0,19.0
http://calenda.org/390497,31,14.0,13.0
http://calenda.org/391046,31,19.0,21.0
http://calenda.org/391153,31,9.0,10.0
http://calenda.org/391299,31,13.0,9.0
http://calenda.org/391713,31,19.0,17.0
http://calenda.org/391866,31,14.0,19.0
http://calenda.org/393112,31,19.0,14.0
http://calenda.org/394058,31,8.0,11.0
http://calenda.org/394548,31,26.0,26.0
http://calenda.org/394824,31,23.0,21.0
http://calenda.org/394889,31,18.0,19.0
http://calenda.org/395973,31,12.0,15.0
http://calenda.org/396875,31,19.0,17.0
http://calenda.org/397030,31,15.0,14.0
http://calenda.org/397773,31,21.0,18.0
http://calenda.org/397936,31,17.0,25.0
http://calenda.org/398252,31,8.0,9.0
http://calenda.org/398552,31,21.0,21.0
http://calenda.org/399554,31,19.0,16.0
http://calenda.org/399729,31,12.0,16.0
http://calenda.org/400015,31,12.0,16.0
http://calenda.org/401124,31,7.0,7.0
http://calenda.org/192231,30,30.0,30.0
http://calenda.org/201174,30,30.0,30.0
http://calenda.org/259836,30,30.0,29.0
http://calenda.org/386923,30,17.0,20.0
http://calenda.org/388721,30,16.0,16.0
http://calenda.org/389852,30,10.0,11.0
http://calenda.org/393704,30,15.0,14.0
http://calenda.org/394111,30,17.0,15.0
http://calenda.org/394608,30,19.0,17.0
http://calenda.org/396139,30,18.0,20.0
http://calenda.org/396164,30,8.0,14.0
http://calenda.org/396893,30,19.0,22.0
http://calenda.org/397955,30,14.0,14.0
http://calenda.org/399776,30,13.0,16.0
http://calenda.org/401392,30,23.0,20.0
http://calenda.org/402230,30,17.0,20.0
http://calenda.org/192753,29,29.0,28.0
http://calenda.org/200718,29,28.0,28.0
http://calenda.org/377007,29,13.0,16.0
http://calenda.org/377346,29,10.0,17.0
http://calenda.org/387427,29,8.0,10.0
http://calenda.org/388300,29,19.0,19.0
http://calenda.org/388495,29,13.0,12.0
http://calenda.org/388903,29,23.0,21.0
http://calenda.org/389843,29,12.0,11.0
http://calenda.org/390306,29,8.0,10.0
http://calenda.org/390454,29,21.0,19.0
http://calenda.org/390587,29,14.0,16.0
http://calenda.org/392129,29,14.0,19.0
http://calenda.org/392346,29,17.0,19.0
http://calenda.org/395169,29,15.0,18.0
http://calenda.org/395440,29,15.0,14.0
http://calenda.org/395458,29,8.0,10.0
http://calenda.org/395999,29,16.0,15.0
http://calenda.org/396194,29,20.0,19.0
http://calenda.org/397922,29,12.0,13.0
http://calenda.org/398648,29,10.0,12.0
http://calenda.org/402216,29,15.0,21.0
http://calenda.org/237207,28,28.0,28.0
http://calenda.org/261707,28,28.0,27.0
http://calenda.org/362960,28,28.0,28.0
http://calenda.org/387497,28,23.0,18.0
http://calenda.org/389280,28,10.0,12.0
http://calenda.org/390566,28,19.0,20.0
http://calenda.org/390907,28,19.0,19.0
http://calenda.org/391503,28,12.0,15.0
http://calenda.org/391698,28,9.0,9.0
http://calenda.org/391818,28,10.0,17.0
http://calenda.org/394541,28,8.0,11.0
http://calenda.org/394577,28,11.0,13.0
http://calenda.org/395742,28,13.0,16.0
http://calenda.org/396464,28,15.0,11.0
http://calenda.org/192460,27,27.0,27.0
http://calenda.org/312556,27,27.0,26.0
http://calenda.org/385144,27,9.0,11.0
http://calenda.org/387615,27,14.0,16.0
http://calenda.org/390225,27,16.0,19.0
http://calenda.org/390247,27,10.0,13.0
http://calenda.org/390537,27,17.0,16.0
http://calenda.org/391530,27,11.0,12.0
http://calenda.org/391940,27,16.0,17.0
http://calenda.org/392044,27,25.0,25.0
http://calenda.org/392060,27,19.0,20.0
http://calenda.org/392357,27,6.0,8.0
http://calenda.org/393549,27,19.0,19.0
http://calenda.org/393847,27,12.0,12.0
http://calenda.org/395644,27,11.0,11.0
http://calenda.org/396533,27,16.0,16.0
http://calenda.org/397737,27,19.0,20.0
http://calenda.org/402148,27,12.0,12.0
http://calenda.org/402865,27,14.0,19.0
http://calenda.org/197309,26,26.0,26.0
http://calenda.org/375998,26,15.0,15.0
http://calenda.org/387564,26,14.0,17.0
http://calenda.org/387824,26,14.0,12.0
http://calenda.org/389111,26,9.0,14.0
http://calenda.org/390520,26,7.0,10.0
http://calenda.org/391103,26,10.0,10.0
http://calenda.org/391552,26,6.0,10.0
http://calenda.org/392332,26,17.0,12.0
http://calenda.org/393127,26,8.0,9.0
http://calenda.org/393714,26,14.0,15.0
http://calenda.org/394365,26,19.0,16.0
http://calenda.org/396024,26,18.0,18.0
http://calenda.org/397244,26,20.0,17.0
http://calenda.org/397254,26,9.0,10.0
http://calenda.org/399357,26,14.0,16.0
http://calenda.org/399537,26,26.0,24.0
http://calenda.org/402162,26,9.0,15.0
http://calenda.org/402315,26,8.0,11.0
http://calenda.org/247506,25,25.0,25.0
http://calenda.org/306428,25,24.0,24.0
http://calenda.org/367785,25,24.0,24.0
http://calenda.org/389682,25,12.0,13.0
http://calenda.org/394235,25,9.0,10.0
http://calenda.org/394240,25,6.0,9.0
http://calenda.org/394564,25,9.0,7.0
http://calenda.org/395497,25,19.0,16.0
http://calenda.org/396858,25,15.0,17.0
http://calenda.org/399829,25,17.0,19.0
http://calenda.org/401500,25,14.0,14.0
http://calenda.org/401619,25,15.0,14.0
http://calenda.org/392901,24,16.0,15.0
http://calenda.org/395213,24,11.0,13.0
http://calenda.org/395394,24,10.0,10.0
http://calenda.org/396169,24,8.0,8.0
http://calenda.org/400130,24,6.0,6.0
http://calenda.org/401735,24,8.0,11.0
http://calenda.org/402221,24,11.0,9.0
http://calenda.org/403111,24,22.0,21.0
http://calenda.org/392213,23,14.0,11.0
http://calenda.org/392251,23,12.0,15.0
http://calenda.org/392847,23,7.0,15.0
http://calenda.org/393950,23,14.0,12.0
http://calenda.org/395222,23,15.0,13.0
http://calenda.org/395237,23,13.0,14.0
http://calenda.org/395626,23,12.0,12.0
http://calenda.org/396546,23,11.0,16.0
http://calenda.org/399747,23,11.0,13.0
http://calenda.org/400657,23,11.0,12.0
http://calenda.org/401781,23,13.0,12.0
http://calenda.org/402345,23,10.0,10.0
http://calenda.org/287803,22,22.0,22.0
http://calenda.org/395673,22,12.0,16.0
http://calenda.org/400034,22,11.0,12.0
http://calenda.org/402119,22,7.0,12.0
http://calenda.org/207152,21,21.0,21.0
http://calenda.org/352304,21,21.0,21.0
http://calenda.org/380587,21,16.0,18.0
http://calenda.org/392838,21,6.0,9.0
http://calenda.org/393817,21,14.0,15.0
http://calenda.org/394336,21,11.0,14.0
http://calenda.org/395508,21,7.0,10.0
http://calenda.org/396173,21,6.0,10.0
http://calenda.org/400566,21,4.0,8.0
http://calenda.org/401903,21,9.0,10.0
http://calenda.org/401951,21,5.0,6.0
http://calenda.org/402267,21,10.0,9.0
http://calenda.org/402304,21,12.0,17.0
http://calenda.org/194682,20,20.0,20.0
http://calenda.org/401838,20,11.0,13.0
http://calenda.org/402446,20,16.0,18.0
http://calenda.org/400791,19,8.0,9.0
http://calenda.org/401189,19,13.0,10.0
http://calenda.org/401225,19,7.0,11.0
http://calenda.org/401909,19,11.0,11.0
http://calenda.org/402136,19,12.0,13.0
http://calenda.org/400327,18,6.0,10.0
http://calenda.org/400338,18,3.0,5.0
http://calenda.org/400562,18,1.0,5.0
http://calenda.org/401238,18,6.0,5.0
http://calenda.org/402309,18,6.0,5.0
http://calenda.org/272543,17,17.0,17.0
http://calenda.org/402255,17,7.0,8.0
http://calenda.org/402433,17,7.0,12.0
http://calenda.org/193330,16,16.0,16.0
http://calenda.org/288875,16,16.0,16.0
http://calenda.org/400408,16,6.0,6.0
http://calenda.org/401043,16,10.0,11.0
http://calenda.org/401207,16,3.0,3.0
http://calenda.org/401984,16,11.0,7.0
http://calenda.org/402000,16,12.0,12.0
http://calenda.org/402011,16,5.0,5.0
http://calenda.org/402281,16,11.0,13.0
http://calenda.org/255330,15,15.0,15.0
http://calenda.org/334545,15,13.0,14.0
http://calenda.org/400250,15,12.0,13.0
http://calenda.org/400798,15,7.0,5.0
http://calenda.org/401214,15,6.0,8.0
http://calenda.org/402244,15,3.0,5.0
http://calenda.org/402650,15,10.0,11.0
http://calenda.org/381360,14,1.0,2.0
http://calenda.org/397507,14,12.0,13.0
http://calenda.org/400060,14,5.0,5.0
http://calenda.org/400430,14,4.0,9.0
http://calenda.org/401723,14,6.0,6.0
http://calenda.org/402179,14,10.0,9.0
http://calenda.org/402260,14,10.0,8.0
http://calenda.org/402527,14,7.0,9.0
http://calenda.org/255659,13,13.0,13.0
http://calenda.org/335559,13,12.0,13.0
http://calenda.org/400365,13,5.0,8.0
http://calenda.org/400862,13,7.0,7.0
http://calenda.org/274709,12,12.0,11.0
http://calenda.org/376310,12,12.0,10.0
http://calenda.org/380061,12,12.0,10.0
http://calenda.org/399988,12,7.0,7.0
http://calenda.org/400716,12,7.0,7.0
http://calenda.org/400835,12,5.0,2.0
http://calenda.org/400983,12,6.0,5.0
http://calenda.org/402125,12,6.0,8.0
http://calenda.org/254565,11,8.0,4.0
http://calenda.org/401713,11,7.0,7.0
http://calenda.org/402197,11,3.0,4.0
http://calenda.org/402210,11,6.0,7.0
http://calenda.org/402338,11,4.0,2.0
http://calenda.org/402612,11,3.0,4.0
http://calenda.org/193905,10,10.0,10.0
http://calenda.org/197800,10,10.0,10.0
http://calenda.org/202371,10,10.0,10.0
http://calenda.org/220098,10,10.0,10.0
http://calenda.org/255531,10,10.0,9.0
http://calenda.org/318881,10,10.0,10.0
http://calenda.org/325092,10,10.0,10.0
http://calenda.org/329520,10,10.0,10.0
http://calenda.org/379571,10,10.0,10.0
http://calenda.org/399943,10,9.0,9.0
http://calenda.org/400178,10,6.0,7.0
http://calenda.org/402167,10,5.0,5.0
http://calenda.org/402250,10,4.0,3.0
http://calenda.org/209364,9,9.0,9.0
http://calenda.org/209430,9,9.0,9.0
http://calenda.org/246925,9,9.0,9.0
http://calenda.org/253044,9,9.0,9.0
http://calenda.org/254159,9,9.0,9.0
http://calenda.org/363994,9,9.0,9.0
http://calenda.org/372793,9,8.0,8.0
http://calenda.org/384541,9,7.0,7.0
http://calenda.org/399328,9,3.0,3.0
http://calenda.org/400226,9,7.0,7.0
http://calenda.org/402320,9,4.0,4.0
http://calenda.org/402566,9,4.0,4.0
http://calenda.org/201806,8,8.0,8.0
http://calenda.org/206217,8,8.0,8.0
http://calenda.org/206937,8,8.0,6.0
http://calenda.org/248567,8,8.0,8.0
http://calenda.org/255668,8,8.0,8.0
http://calenda.org/271983,8,7.0,8.0
http://calenda.org/274940,8,8.0,8.0
http://calenda.org/333050,8,8.0,8.0
http://calenda.org/354913,8,8.0,8.0
http://calenda.org/373583,8,8.0,8.0
http://calenda.org/393028,8,7.0,7.0
http://calenda.org/399340,8,0.0,0.0
http://calenda.org/400673,8,6.0,6.0
http://calenda.org/402203,8,3.0,4.0
http://calenda.org/402349,8,6.0,6.0
http://calenda.org/402426,8,7.0,8.0
http://calenda.org/402496,8,3.0,5.0
http://calenda.org/402531,8,2.0,4.0
http://calenda.org/188519,7,7.0,7.0
http://calenda.org/194296,7,7.0,7.0
http://calenda.org/201994,7,6.0,7.0
http://calenda.org/202740,7,7.0,7.0
http://calenda.org/204339,7,7.0,7.0
http://calenda.org/206960,7,7.0,7.0
http://calenda.org/225025,7,5.0,6.0
http://calenda.org/238395,7,7.0,4.0
http://calenda.org/247171,7,7.0,7.0
http://calenda.org/249883,7,7.0,7.0
http://calenda.org/278333,7,7.0,7.0
http://calenda.org/278431,7,7.0,7.0
http://calenda.org/291684,7,6.0,6.0
http://calenda.org/300241,7,7.0,7.0
http://calenda.org/325573,7,7.0,6.0
http://calenda.org/370801,7,7.0,7.0
http://calenda.org/384813,7,7.0,7.0
http://calenda.org/398799,7,4.0,3.0
http://calenda.org/400311,7,4.0,4.0
http://calenda.org/400604,7,2.0,5.0
http://calenda.org/402399,7,5.0,5.0
http://calenda.org/403348,7,4.0,4.0
http://calenda.org/188439,6,6.0,6.0
http://calenda.org/191746,6,6.0,6.0
http://calenda.org/196854,6,6.0,6.0
http://calenda.org/197146,6,6.0,6.0
http://calenda.org/199488,6,6.0,5.0
http://calenda.org/201281,6,6.0,6.0
http://calenda.org/204476,6,6.0,6.0
http://calenda.org/204842,6,6.0,6.0
http://calenda.org/208139,6,6.0,5.0
http://calenda.org/208969,6,6.0,6.0
http://calenda.org/227501,6,6.0,6.0
http://calenda.org/243408,6,6.0,6.0
http://calenda.org/280273,6,6.0,6.0
http://calenda.org/296387,6,6.0,5.0
http://calenda.org/307637,6,6.0,1.0
http://calenda.org/335315,6,6.0,6.0
http://calenda.org/353807,6,5.0,4.0
http://calenda.org/355336,6,6.0,6.0
http://calenda.org/355419,6,6.0,6.0
http://calenda.org/362226,6,4.0,6.0
http://calenda.org/368517,6,6.0,6.0
http://calenda.org/377223,6,5.0,5.0
http://calenda.org/378669,6,3.0,3.0
http://calenda.org/394390,6,3.0,0.0
http://calenda.org/398989,6,5.0,5.0
http://calenda.org/399221,6,3.0,4.0
http://calenda.org/400484,6,0.0,1.0
http://calenda.org/401919,6,2.0,1.0
http://calenda.org/402452,6,6.0,6.0
http://calenda.org/402518,6,1.0,2.0
http://calenda.org/402543,6,6.0,6.0
http://calenda.org/187318,5,5.0,5.0
http://calenda.org/192183,5,5.0,5.0
http://calenda.org/192975,5,5.0,5.0
http://calenda.org/200089,5,5.0,5.0
http://calenda.org/204000,5,4.0,5.0
http://calenda.org/204710,5,5.0,5.0
http://calenda.org/208114,5,4.0,4.0
http://calenda.org/208382,5,5.0,5.0
http://calenda.org/208460,5,5.0,5.0
http://calenda.org/209676,5,5.0,5.0
http://calenda.org/271466,5,5.0,5.0
http://calenda.org/284964,5,5.0,5.0
http://calenda.org/295315,5,5.0,5.0
http://calenda.org/310691,5,5.0,5.0
http://calenda.org/356234,5,3.0,5.0
http://calenda.org/360778,5,5.0,5.0
http://calenda.org/374174,5,5.0,5.0
http://calenda.org/385256,5,2.0,1.0
http://calenda.org/393032,5,4.0,3.0
http://calenda.org/393687,5,4.0,4.0
http://calenda.org/396153,5,1.0,2.0
http://calenda.org/398233,5,4.0,4.0
http://calenda.org/399469,5,3.0,3.0
http://calenda.org/399525,5,4.0,3.0
http://calenda.org/400020,5,2.0,0.0
http://calenda.org/402067,5,0.0,1.0
http://calenda.org/402327,5,2.0,3.0
http://calenda.org/402356,5,4.0,5.0
http://calenda.org/189221,4,4.0,4.0
http://calenda.org/191264,4,4.0,4.0
http://calenda.org/191483,4,3.0,4.0
http://calenda.org/192775,4,4.0,4.0
http://calenda.org/193398,4,4.0,4.0
http://calenda.org/194433,4,4.0,4.0
http://calenda.org/199341,4,4.0,4.0
http://calenda.org/199596,4,4.0,4.0
http://calenda.org/199788,4,4.0,4.0
http://calenda.org/200821,4,4.0,4.0
http://calenda.org/201732,4,4.0,4.0
http://calenda.org/201735,4,4.0,4.0
http://calenda.org/203687,4,4.0,4.0
http://calenda.org/204414,4,4.0,4.0
http://calenda.org/204489,4,4.0,4.0
http://calenda.org/204834,4,4.0,4.0
http://calenda.org/227523,4,4.0,4.0
http://calenda.org/230622,4,4.0,4.0
http://calenda.org/248674,4,4.0,3.0
http://calenda.org/261343,4,2.0,2.0
http://calenda.org/265597,4,4.0,4.0
http://calenda.org/288739,4,4.0,4.0
http://calenda.org/318710,4,4.0,3.0
http://calenda.org/330960,4,4.0,4.0
http://calenda.org/334340,4,4.0,4.0
http://calenda.org/339268,4,4.0,4.0
http://calenda.org/343656,4,4.0,4.0
http://calenda.org/351398,4,4.0,4.0
http://calenda.org/351858,4,4.0,4.0
http://calenda.org/372786,4,4.0,4.0
http://calenda.org/375770,4,1.0,1.0
http://calenda.org/382907,4,4.0,4.0
http://calenda.org/395110,4,4.0,4.0
http://calenda.org/397210,4,0.0,1.0
http://calenda.org/397888,4,1.0,1.0
http://calenda.org/400868,4,2.0,1.0
http://calenda.org/402049,4,0.0,1.0
http://calenda.org/402605,4,4.0,2.0
http://calenda.org/402700,4,2.0,1.0
http://calenda.org/187592,3,3.0,3.0
http://calenda.org/187717,3,3.0,3.0
http://calenda.org/187721,3,3.0,3.0
http://calenda.org/187861,3,3.0,3.0
http://calenda.org/190108,3,3.0,3.0
http://calenda.org/191814,3,3.0,3.0
http://calenda.org/194459,3,3.0,3.0
http://calenda.org/194673,3,3.0,3.0
http://calenda.org/194881,3,3.0,3.0
http://calenda.org/196126,3,3.0,3.0
